"Título de trazado: JTU_01_PP_11"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, mm (LGR S/N: 10390583, SEN S/N: 10390583)","Final de archivo (LGR S/N: 10390583)"
301,10/10/14 23:52:05,30.0,
302,10/10/14 23:54:39,30.1,
303,10/10/14 23:57:04,30.2,
304,11/10/14 00:00:19,30.3,
305,11/10/14 00:03:25,30.4,
306,11/10/14 00:07:52,30.5,
307,11/10/14 00:11:16,30.6,
308,11/10/14 00:14:42,30.7,
309,11/10/14 00:17:51,30.8,
310,11/10/14 00:20:52,30.9,
311,11/10/14 00:23:55,31.0,
312,11/10/14 00:29:42,31.1,
313,11/10/14 00:34:58,31.2,
314,11/10/14 00:40:29,31.3,
315,11/10/14 00:44:32,31.4,
316,11/10/14 00:48:33,31.5,
317,11/10/14 00:52:56,31.6,
318,11/10/14 00:58:40,31.7,
319,11/10/14 01:03:12,31.8,
320,11/10/14 01:09:06,31.9,
321,11/10/14 01:14:36,32.0,
322,11/10/14 01:20:03,32.1,
323,11/10/14 01:24:38,32.2,
324,11/10/14 01:28:37,32.3,
325,11/10/14 01:31:19,32.4,
326,11/10/14 01:33:27,32.5,
327,11/10/14 01:35:36,32.6,
328,11/10/14 01:37:42,32.7,
329,11/10/14 01:39:58,32.8,
330,11/10/14 01:41:58,32.9,
331,11/10/14 01:43:44,33.0,
332,11/10/14 01:45:36,33.1,
333,11/10/14 01:47:25,33.2,
334,11/10/14 01:49:50,33.3,
335,11/10/14 01:52:03,33.4,
336,11/10/14 01:54:10,33.5,
337,11/10/14 01:55:55,33.6,
338,11/10/14 01:58:00,33.7,
339,11/10/14 02:00:08,33.8,
340,11/10/14 02:02:18,33.9,
341,11/10/14 02:04:21,34.0,
342,11/10/14 02:06:52,34.1,
343,11/10/14 02:09:21,34.2,
344,11/10/14 02:11:46,34.3,
345,11/10/14 02:14:02,34.4,
346,11/10/14 02:16:55,34.5,
347,11/10/14 02:19:12,34.6,
348,11/10/14 02:21:42,34.7,
349,11/10/14 02:23:57,34.8,
350,11/10/14 02:26:04,34.9,
351,11/10/14 02:28:15,35.0,
352,11/10/14 02:30:41,35.1,
353,11/10/14 02:32:56,35.2,
354,11/10/14 02:35:59,35.3,
355,11/10/14 02:38:16,35.4,
356,11/10/14 02:41:05,35.5,
357,11/10/14 02:43:28,35.6,
358,11/10/14 02:47:29,35.7,
359,11/10/14 02:52:47,35.8,
360,11/10/14 02:59:18,35.9,
361,11/10/14 03:05:45,36.0,
362,11/10/14 03:23:09,36.1,
363,11/10/14 03:54:20,36.2,
364,11/10/14 04:00:23,36.3,
365,11/10/14 04:05:09,36.4,
366,11/10/14 04:09:52,36.5,
367,11/10/14 04:13:23,36.6,
368,11/10/14 04:16:45,36.7,
369,11/10/14 04:19:37,36.8,
370,11/10/14 04:22:48,36.9,
371,11/10/14 04:25:26,37.0,
372,11/10/14 04:28:27,37.1,
373,11/10/14 04:31:25,37.2,
374,11/10/14 04:35:03,37.3,
375,11/10/14 04:38:36,37.4,
376,11/10/14 04:42:30,37.5,
377,11/10/14 04:46:20,37.6,
378,11/10/14 04:51:05,37.7,
379,11/10/14 04:55:46,37.8,
380,11/10/14 05:00:14,37.9,
381,11/10/14 05:03:30,38.0,
382,11/10/14 05:05:49,38.1,
383,11/10/14 05:09:02,38.2,
384,11/10/14 05:13:28,38.3,
385,11/10/14 05:18:03,38.4,
386,11/10/14 05:23:59,38.5,
387,11/10/14 05:30:18,38.6,
388,11/10/14 05:40:33,38.7,
389,11/10/14 05:49:52,38.8,
390,11/10/14 05:57:32,38.9,
391,11/10/14 06:04:03,39.0,
392,11/10/14 06:11:42,39.1,
393,11/10/14 06:19:43,39.2,
394,11/10/14 06:26:36,39.3,
395,11/10/14 06:32:23,39.4,
396,11/10/14 06:37:49,39.5,
397,11/10/14 06:42:11,39.6,
398,11/10/14 06:45:33,39.7,
399,11/10/14 06:49:32,39.8,
400,11/10/14 06:53:34,39.9,
401,11/10/14 06:56:34,40.0,
402,11/10/14 06:59:34,40.1,
403,11/10/14 07:02:45,40.2,
404,11/10/14 07:06:11,40.3,
405,11/10/14 07:08:58,40.4,
406,11/10/14 07:12:06,40.5,
407,11/10/14 07:14:37,40.6,
408,11/10/14 07:17:29,40.7,
409,11/10/14 07:20:01,40.8,
410,11/10/14 07:22:33,40.9,
411,11/10/14 07:24:58,41.0,
412,11/10/14 07:27:28,41.1,
413,11/10/14 07:29:39,41.2,
414,11/10/14 07:31:56,41.3,
415,11/10/14 07:34:06,41.4,
416,11/10/14 07:36:25,41.5,
417,11/10/14 07:38:24,41.6,
418,11/10/14 07:40:35,41.7,
419,11/10/14 07:42:26,41.8,
420,11/10/14 07:44:38,41.9,
421,11/10/14 07:46:40,42.0,
422,11/10/14 07:48:44,42.1,
423,11/10/14 07:50:38,42.2,
424,11/10/14 07:52:50,42.3,
425,11/10/14 07:54:51,42.4,
426,11/10/14 07:57:02,42.5,
427,11/10/14 07:58:57,42.6,
428,11/10/14 08:00:59,42.7,
429,11/10/14 08:03:00,42.8,
430,11/10/14 08:05:12,42.9,
431,11/10/14 08:07:06,43.0,
432,11/10/14 08:09:33,43.1,
433,11/10/14 08:11:37,43.2,
434,11/10/14 08:13:59,43.3,
435,11/10/14 08:16:59,43.4,
436,11/10/14 08:18:58,43.5,
437,11/10/14 08:20:47,43.6,
438,11/10/14 08:23:30,43.7,
439,11/10/14 08:26:38,43.8,
440,11/10/14 08:29:33,43.9,
441,11/10/14 08:31:16,44.0,
442,11/10/14 08:34:28,44.1,
443,11/10/14 08:36:38,44.2,
444,11/10/14 08:39:10,44.3,
445,11/10/14 08:41:37,44.4,
446,11/10/14 08:44:34,44.5,
447,11/10/14 08:47:17,44.6,
448,11/10/14 08:51:07,44.7,
449,11/10/14 08:56:01,44.8,
450,11/10/14 09:03:53,44.9,
451,11/10/14 09:11:01,45.0,
452,11/10/14 12:16:42,45.1,
453,11/10/14 12:21:27,45.2,
454,11/10/14 12:30:47,45.3,
455,11/10/14 12:41:32,45.4,
456,11/10/14 12:48:11,45.5,
457,11/10/14 12:52:27,45.6,
458,11/10/14 12:55:00,45.7,
459,11/10/14 12:57:29,45.8,
460,11/10/14 13:00:41,45.9,
461,11/10/14 13:03:18,46.0,
462,11/10/14 13:05:38,46.1,
463,11/10/14 13:07:18,46.2,
464,11/10/14 13:09:10,46.3,
465,11/10/14 13:10:55,46.4,
466,11/10/14 13:12:45,46.5,
467,11/10/14 13:14:26,46.6,
468,11/10/14 13:16:16,46.7,
469,11/10/14 13:17:47,46.8,
470,11/10/14 13:19:29,46.9,
471,11/10/14 13:20:52,47.0,
472,11/10/14 13:22:42,47.1,
473,11/10/14 13:24:23,47.2,
474,11/10/14 13:26:37,47.3,
475,11/10/14 13:29:00,47.4,
476,11/10/14 13:32:27,47.5,
477,11/10/14 13:35:50,47.6,
478,11/10/14 13:39:53,47.7,
479,11/10/14 13:45:11,47.8,
480,11/10/14 13:50:45,47.9,
481,11/10/14 13:57:13,48.0,
482,11/10/14 14:08:26,48.1,
483,11/10/14 14:15:19,48.2,
484,11/10/14 14:25:19,48.3,
485,11/10/14 14:36:07,48.4,
486,11/10/14 14:51:53,48.5,
487,11/10/14 15:02:17,48.6,
488,11/10/14 15:16:28,48.7,
489,11/10/14 16:14:53,48.8,
490,11/10/14 16:24:19,48.9,
491,11/10/14 16:35:53,49.0,
492,11/10/14 16:49:19,49.1,
493,11/10/14 20:11:37,49.2,
494,12/10/14 12:43:13,49.3,
495,12/10/14 22:44:51,49.4,
496,12/10/14 22:54:01,49.5,
497,12/10/14 23:00:02,49.6,
498,12/10/14 23:14:08,49.7,
499,12/10/14 23:34:55,49.8,
500,13/10/14 10:56:28,49.9,
501,13/10/14 11:19:40,50.0,
502,13/10/14 12:13:21,50.1,
503,13/10/14 12:45:55,50.2,
504,14/10/14 00:32:22,50.3,
505,14/10/14 02:29:30,50.4,
506,14/10/14 10:57:14,50.5,
507,14/10/14 21:30:14,50.6,
508,14/10/14 23:28:13,50.7,
509,15/10/14 00:59:54,50.8,
510,15/10/14 01:04:30,50.9,
511,15/10/14 01:11:50,51.0,
512,15/10/14 01:19:51,51.1,
513,15/10/14 01:26:49,51.2,
514,15/10/14 02:04:09,51.3,
515,15/10/14 02:09:15,51.4,
516,15/10/14 02:12:14,51.5,
517,15/10/14 02:28:37,51.6,
518,15/10/14 02:35:04,51.7,
519,15/10/14 02:39:23,51.8,
520,15/10/14 02:46:39,51.9,
521,15/10/14 02:54:13,52.0,
522,15/10/14 03:06:59,52.1,
523,15/10/14 03:12:00,52.2,
524,15/10/14 03:41:22,52.3,
525,15/10/14 04:13:56,52.4,
526,15/10/14 05:42:49,52.5,
527,15/10/14 06:06:18,52.6,
528,15/10/14 07:17:50,52.7,
529,15/10/14 07:23:10,52.8,
530,15/10/14 08:28:58,52.9,
531,15/10/14 08:46:26,53.0,
532,15/10/14 08:58:33,53.1,
533,15/10/14 09:10:08,53.2,
534,15/10/14 10:22:42,53.3,
535,15/10/14 10:37:46,53.4,
536,15/10/14 10:54:41,53.5,
537,15/10/14 11:19:08,53.6,
538,15/10/14 11:38:17,53.7,
539,15/10/14 11:45:01,53.8,
540,15/10/14 11:51:05,53.9,
541,15/10/14 12:05:40,54.0,
542,15/10/14 12:37:36,54.1,
543,15/10/14 12:56:02,54.2,
544,15/10/14 12:58:37,54.3,
545,15/10/14 13:00:43,54.4,
546,15/10/14 13:07:25,54.5,
547,15/10/14 13:12:22,54.6,
548,15/10/14 13:47:16,54.7,
549,15/10/14 14:04:42,54.8,
550,15/10/14 14:17:34,54.9,
551,15/10/14 14:52:58,55.0,
552,15/10/14 16:06:11,55.1,
553,15/10/14 16:16:40,55.2,
554,15/10/14 16:31:01,55.3,
555,15/10/14 17:17:27,55.4,
556,15/10/14 20:29:13,55.5,
557,15/10/14 22:50:07,55.6,
558,15/10/14 23:33:17,55.7,
559,15/10/14 23:43:37,55.8,
560,16/10/14 04:37:45,55.9,
561,16/10/14 06:09:03,56.0,
562,16/10/14 07:05:03,56.1,
563,16/10/14 08:02:27,56.2,
564,16/10/14 08:07:58,56.3,
565,16/10/14 08:15:14,56.4,
566,16/10/14 08:42:54,56.5,
567,16/10/14 18:29:41,56.6,
568,16/10/14 19:11:48,56.7,
569,16/10/14 19:24:30,56.8,
570,16/10/14 19:48:04,56.9,
571,17/10/14 00:21:59,57.0,
572,17/10/14 14:21:29,57.1,
573,17/10/14 14:24:02,57.2,
574,18/10/14 00:23:39,57.3,
575,18/10/14 00:35:48,57.4,
576,18/10/14 00:45:33,57.5,
577,18/10/14 20:07:32,57.6,
578,18/10/14 20:10:52,57.7,
579,18/10/14 20:14:39,57.8,
580,18/10/14 20:18:37,57.9,
581,18/10/14 20:28:39,58.0,
582,18/10/14 22:55:16,58.1,
583,18/10/14 22:57:06,58.2,
584,18/10/14 22:59:26,58.3,
585,18/10/14 23:01:35,58.4,
586,18/10/14 23:03:54,58.5,
587,18/10/14 23:06:30,58.6,
588,18/10/14 23:10:34,58.7,
589,18/10/14 23:14:30,58.8,
590,18/10/14 23:18:49,58.9,
591,18/10/14 23:21:16,59.0,
592,18/10/14 23:25:32,59.1,
593,18/10/14 23:30:05,59.2,
594,18/10/14 23:35:48,59.3,
595,18/10/14 23:56:36,59.4,
596,19/10/14 01:14:13,59.5,
597,19/10/14 12:19:52,59.6,
598,19/10/14 14:15:08,59.7,
599,19/10/14 14:16:20,59.8,
600,19/10/14 14:17:18,59.9,
601,19/10/14 14:18:03,60.0,
602,19/10/14 14:43:13,60.1,
603,19/10/14 14:49:32,60.2,
604,19/10/14 16:02:26,60.3,
605,19/10/14 16:19:47,60.4,
606,19/10/14 16:25:29,60.5,
607,19/10/14 16:27:46,60.6,
608,19/10/14 16:31:51,60.7,
609,19/10/14 16:51:16,60.8,
610,19/10/14 16:57:39,60.9,
611,19/10/14 17:03:09,61.0,
612,19/10/14 17:07:34,61.1,
613,19/10/14 17:11:06,61.2,
614,19/10/14 17:21:41,61.3,
615,19/10/14 17:59:19,61.4,
616,19/10/14 18:04:35,61.5,
617,19/10/14 18:16:08,61.6,
618,19/10/14 18:18:51,61.7,
619,19/10/14 18:20:00,61.8,
620,19/10/14 18:20:53,61.9,
621,19/10/14 18:21:38,62.0,
622,19/10/14 18:22:22,62.1,
623,19/10/14 18:22:56,62.2,
624,19/10/14 18:24:00,62.3,
625,19/10/14 18:24:45,62.4,
626,19/10/14 18:25:50,62.5,
627,19/10/14 18:26:43,62.6,
628,19/10/14 18:28:01,62.7,
629,19/10/14 18:29:24,62.8,
630,19/10/14 18:30:51,62.9,
631,19/10/14 18:32:05,63.0,
632,19/10/14 18:33:17,63.1,
633,19/10/14 18:35:30,63.2,
634,19/10/14 18:37:46,63.3,
635,19/10/14 18:38:58,63.4,
636,19/10/14 18:40:20,63.5,
637,19/10/14 18:41:26,63.6,
638,19/10/14 18:44:01,63.7,
639,19/10/14 18:46:08,63.8,
640,19/10/14 18:48:11,63.9,
641,19/10/14 18:50:22,64.0,
642,19/10/14 18:52:01,64.1,
643,19/10/14 18:53:19,64.2,
644,19/10/14 18:54:37,64.3,
645,19/10/14 18:55:35,64.4,
646,19/10/14 18:57:00,64.5,
647,19/10/14 18:58:08,64.6,
648,19/10/14 18:59:58,64.7,
649,19/10/14 19:01:34,64.8,
650,19/10/14 19:03:32,64.9,
651,19/10/14 19:05:29,65.0,
652,19/10/14 19:08:37,65.1,
653,19/10/14 19:49:59,65.2,
654,20/10/14 07:05:54,65.3,
655,20/10/14 07:21:24,65.4,
656,20/10/14 07:32:24,65.5,
657,20/10/14 07:44:25,65.6,
658,20/10/14 07:50:14,65.7,
659,20/10/14 07:53:52,65.8,
660,20/10/14 07:56:52,65.9,
661,20/10/14 07:59:22,66.0,
662,20/10/14 08:03:33,66.1,
663,20/10/14 08:08:55,66.2,
664,20/10/14 08:12:41,66.3,
665,20/10/14 08:16:51,66.4,
666,20/10/14 08:25:22,66.5,
667,20/10/14 08:31:36,66.6,
668,20/10/14 08:37:19,66.7,
669,20/10/14 08:41:18,66.8,
670,20/10/14 08:47:39,66.9,
671,20/10/14 08:49:34,67.0,
672,20/10/14 08:51:53,67.1,
673,20/10/14 08:55:56,67.2,
674,20/10/14 09:01:59,67.3,
675,20/10/14 09:05:16,67.4,
676,20/10/14 09:08:36,67.5,
677,20/10/14 09:12:56,67.6,
678,20/10/14 09:35:40,67.7,
679,20/10/14 09:40:24,67.8,
680,21/10/14 15:16:06,67.9,
681,21/10/14 15:23:29,68.0,
682,21/10/14 23:19:14,68.1,
683,22/10/14 14:32:46,68.2,
684,23/10/14 00:21:55,68.3,
685,23/10/14 03:21:43,68.4,
686,23/10/14 03:24:57,68.5,
687,23/10/14 03:27:50,68.6,
688,23/10/14 03:37:22,68.7,
689,23/10/14 04:56:21,68.8,
690,25/10/14 12:37:59,68.9,
691,25/10/14 12:39:25,69.0,
692,25/10/14 12:40:40,69.1,
693,25/10/14 12:41:37,69.2,
694,25/10/14 12:42:27,69.3,
695,25/10/14 12:43:13,69.4,
696,25/10/14 12:44:07,69.5,
697,25/10/14 12:44:54,69.6,
698,25/10/14 12:45:18,69.7,
699,25/10/14 12:45:38,69.8,
700,25/10/14 12:45:59,69.9,
701,25/10/14 12:46:18,70.0,
702,25/10/14 12:46:51,70.1,
703,25/10/14 12:47:16,70.2,
704,25/10/14 12:47:45,70.3,
705,25/10/14 12:48:14,70.4,
706,25/10/14 12:48:53,70.5,
707,25/10/14 12:49:18,70.6,
708,25/10/14 12:49:50,70.7,
709,25/10/14 12:50:19,70.8,
710,25/10/14 12:50:45,70.9,
711,25/10/14 12:51:01,71.0,
712,25/10/14 12:51:18,71.1,
713,25/10/14 12:51:34,71.2,
714,25/10/14 12:51:47,71.3,
715,25/10/14 12:52:00,71.4,
716,25/10/14 12:52:17,71.5,
717,25/10/14 12:52:31,71.6,
718,25/10/14 12:52:46,71.7,
719,25/10/14 12:52:58,71.8,
720,25/10/14 12:53:11,71.9,
721,25/10/14 12:53:24,72.0,
722,25/10/14 12:53:40,72.1,
723,25/10/14 12:53:53,72.2,
724,25/10/14 12:54:10,72.3,
725,25/10/14 12:54:25,72.4,
726,25/10/14 12:54:43,72.5,
