"Título de trazado: JTU_01_PT_11"
"N.º","Fecha Tiempo, GMT-05:00","Ext. Line Event, mm (LGR S/N: 2412760, SEN S/N: 2412760)","Final de archivo (LGR S/N: 2412760)"
151,23/11/15 13:03:13,15.0,
152,23/11/15 13:07:55,15.1,
153,23/11/15 13:18:03,15.2,
154,23/11/15 14:43:25,15.3,
155,23/11/15 14:47:21,15.4,
156,23/11/15 14:54:54,15.5,
157,23/11/15 16:29:36,15.6,
158,23/11/15 16:30:33,15.7,
159,23/11/15 16:30:59,15.8,
160,23/11/15 16:31:17,15.9,
161,23/11/15 16:31:34,16.0,
162,23/11/15 16:31:49,16.1,
163,23/11/15 16:32:03,16.2,
164,23/11/15 16:32:21,16.3,
165,23/11/15 16:32:42,16.4,
166,23/11/15 16:33:10,16.5,
167,23/11/15 16:33:25,16.6,
168,23/11/15 16:33:47,16.7,
169,23/11/15 16:34:05,16.8,
170,23/11/15 16:34:25,16.9,
171,23/11/15 16:34:45,17.0,
172,23/11/15 16:35:17,17.1,
173,23/11/15 16:36:37,17.2,
174,23/11/15 16:38:53,17.3,
175,23/11/15 16:46:00,17.4,
176,23/11/15 16:49:07,17.5,
177,23/11/15 16:51:02,17.6,
178,23/11/15 22:13:08,17.7,
179,23/11/15 22:27:24,17.8,
180,23/11/15 22:34:51,17.9,
181,23/11/15 22:52:41,18.0,
182,23/11/15 23:21:37,18.1,
183,24/11/15 02:22:08,18.2,
184,24/11/15 05:51:03,18.3,
185,24/11/15 13:54:00,18.4,
186,24/11/15 13:55:49,18.5,
187,24/11/15 13:56:25,18.6,
188,24/11/15 13:57:07,18.7,
189,24/11/15 13:58:30,18.8,
190,24/11/15 14:00:10,18.9,
191,24/11/15 14:00:57,19.0,
192,24/11/15 14:01:44,19.1,
193,24/11/15 14:02:18,19.2,
194,24/11/15 14:02:53,19.3,
195,24/11/15 14:03:21,19.4,
196,24/11/15 14:04:11,19.5,
197,24/11/15 14:04:48,19.6,
198,24/11/15 14:05:39,19.7,
199,24/11/15 14:06:38,19.8,
200,24/11/15 14:07:32,19.9,
201,24/11/15 14:08:54,20.0,
202,24/11/15 14:10:06,20.1,
203,24/11/15 14:11:06,20.2,
204,24/11/15 14:11:42,20.3,
205,24/11/15 14:12:06,20.4,
206,24/11/15 14:12:32,20.5,
207,24/11/15 14:12:59,20.6,
208,24/11/15 14:13:50,20.7,
209,24/11/15 14:15:55,20.8,
210,24/11/15 14:17:41,20.9,
211,24/11/15 14:18:42,21.0,
212,24/11/15 14:19:22,21.1,
213,24/11/15 14:19:48,21.2,
214,24/11/15 14:20:44,21.3,
215,24/11/15 14:23:47,21.4,
216,24/11/15 14:25:45,21.5,
217,24/11/15 14:29:13,21.6,
218,24/11/15 14:33:13,21.7,
219,24/11/15 14:34:13,21.8,
220,24/11/15 14:35:43,21.9,
221,24/11/15 15:53:41,22.0,
222,24/11/15 15:59:28,22.1,
223,24/11/15 16:00:42,22.2,
224,24/11/15 16:01:52,22.3,
225,24/11/15 16:06:48,22.4,
226,24/11/15 16:10:02,22.5,
227,24/11/15 16:14:14,22.6,
228,24/11/15 16:17:19,22.7,
229,24/11/15 16:20:00,22.8,
230,24/11/15 16:23:26,22.9,
231,24/11/15 16:29:56,23.0,
232,24/11/15 20:32:30,23.1,
233,24/11/15 20:49:15,23.2,
234,24/11/15 20:54:56,23.3,
235,24/11/15 20:58:59,23.4,
236,24/11/15 21:10:30,23.5,
237,24/11/15 21:13:36,23.6,
238,24/11/15 21:16:38,23.7,
239,24/11/15 21:18:54,23.8,
240,24/11/15 21:21:43,23.9,
241,24/11/15 21:24:35,24.0,
242,24/11/15 21:28:49,24.1,
243,24/11/15 22:25:43,24.2,
244,25/11/15 02:16:02,24.3,
245,25/11/15 05:26:54,24.4,
246,25/11/15 12:48:05,24.5,
247,25/11/15 12:58:47,24.6,
248,25/11/15 12:59:29,24.7,
249,25/11/15 12:59:59,24.8,
250,25/11/15 13:00:23,24.9,
251,25/11/15 13:00:42,25.0,
252,25/11/15 13:01:05,25.1,
253,25/11/15 13:01:21,25.2,
254,25/11/15 13:01:41,25.3,
255,25/11/15 13:02:02,25.4,
256,25/11/15 13:02:22,25.5,
257,25/11/15 13:02:40,25.6,
258,25/11/15 13:03:06,25.7,
259,25/11/15 13:04:00,25.8,
260,25/11/15 13:07:29,25.9,
261,25/11/15 13:09:33,26.0,
262,25/11/15 13:11:54,26.1,
263,25/11/15 13:12:43,26.2,
264,25/11/15 13:12:59,26.3,
265,25/11/15 13:13:16,26.4,
266,25/11/15 13:13:32,26.5,
267,25/11/15 13:13:51,26.6,
268,25/11/15 13:14:26,26.7,
269,25/11/15 13:15:06,26.8,
270,25/11/15 13:19:13,26.9,
271,25/11/15 13:22:29,27.0,
272,25/11/15 13:39:49,27.1,
273,25/11/15 13:42:11,27.2,
274,25/11/15 13:44:58,27.3,
275,27/11/15 06:48:45,27.4,
276,28/11/15 12:32:53,27.5,
277,28/11/15 12:46:47,27.6,
278,28/11/15 14:54:40,27.7,
279,28/11/15 14:55:31,27.8,
280,28/11/15 15:00:25,27.9,
281,28/11/15 15:21:08,28.0,
282,28/11/15 16:20:50,28.1,
283,28/11/15 16:24:43,28.2,
284,28/11/15 16:28:36,28.3,
285,28/11/15 16:41:28,28.4,
286,28/11/15 19:15:36,28.5,
287,28/11/15 19:18:19,28.6,
288,28/11/15 19:20:12,28.7,
289,28/11/15 19:22:13,28.8,
290,28/11/15 19:24:18,28.9,
291,28/11/15 19:26:32,29.0,
292,28/11/15 19:28:50,29.1,
293,28/11/15 19:31:04,29.2,
294,28/11/15 19:35:09,29.3,
295,28/11/15 19:38:17,29.4,
296,28/11/15 19:46:11,29.5,
297,28/11/15 19:49:36,29.6,
298,28/11/15 19:51:53,29.7,
299,28/11/15 19:53:42,29.8,
300,28/11/15 19:56:36,29.9,
301,28/11/15 20:01:04,30.0,
302,28/11/15 23:52:29,30.1,
303,29/11/15 04:37:13,30.2,
304,29/11/15 04:48:40,30.3,
305,29/11/15 04:56:09,30.4,
306,29/11/15 05:04:40,30.5,
307,29/11/15 05:13:33,30.6,
308,29/11/15 05:22:49,30.7,
309,29/11/15 05:26:32,30.8,
310,29/11/15 05:29:42,30.9,
311,29/11/15 05:35:28,31.0,
312,29/11/15 05:39:22,31.1,
313,29/11/15 05:43:34,31.2,
314,29/11/15 05:52:04,31.3,
315,01/12/15 20:07:04,31.4,
316,01/12/15 20:48:10,31.5,
317,01/12/15 21:32:06,31.6,
318,01/12/15 22:01:34,31.7,
319,01/12/15 22:11:02,31.8,
320,01/12/15 22:36:31,31.9,
321,01/12/15 22:48:47,32.0,
322,01/12/15 23:06:35,32.1,
323,01/12/15 23:19:04,32.2,
324,01/12/15 23:34:42,32.3,
325,01/12/15 23:48:31,32.4,
326,01/12/15 23:59:41,32.5,
327,02/12/15 00:08:56,32.6,
328,02/12/15 00:37:18,32.7,
329,02/12/15 03:06:52,32.8,
330,02/12/15 07:23:36,32.9,
331,09/12/15 11:53:04,32.9,Registrado
