"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Evento, mm (LGR S/N: 10725305, SEN S/N: 10725305)";"Final de archivo (LGR S/N: 10725305)"
149;27/12/17 06:31:15;14.8;
150;27/12/17 06:33:21;14.9;
151;27/12/17 06:35:08;15.0;
152;27/12/17 06:37:23;15.1;
153;27/12/17 06:39:25;15.2;
154;27/12/17 06:41:20;15.3;
155;27/12/17 06:43:32;15.4;
156;27/12/17 06:46:54;15.5;
157;27/12/17 06:48:30;15.6;
158;27/12/17 06:50:19;15.7;
159;27/12/17 06:51:35;15.8;
160;27/12/17 06:53:15;15.9;
161;27/12/17 07:02:05;16.0;
162;27/12/17 07:03:44;16.1;
163;27/12/17 07:05:15;16.2;
164;27/12/17 07:07:00;16.3;
165;27/12/17 07:08:51;16.4;
166;27/12/17 07:11:04;16.5;
167;27/12/17 07:13:08;16.6;
168;27/12/17 07:15:29;16.7;
169;27/12/17 07:17:08;16.8;
170;27/12/17 07:19:08;16.9;
171;27/12/17 07:20:58;17.0;
172;27/12/17 07:23:26;17.1;
173;27/12/17 07:27:17;17.2;
174;27/12/17 07:33:51;17.3;
175;27/12/17 07:39:47;17.4;
176;27/12/17 08:16:47;17.5;
177;27/12/17 08:20:03;17.6;
178;29/12/17 01:55:21;17.7;
179;29/12/17 02:20:43;17.8;
180;29/12/17 15:37:06;17.9;
181;29/12/17 15:38:47;18.0;
182;29/12/17 15:40:24;18.1;
183;29/12/17 15:41:56;18.2;
184;29/12/17 15:43:23;18.3;
185;29/12/17 15:44:15;18.4;
186;29/12/17 15:47:06;18.5;
187;29/12/17 15:59:37;18.6;
188;29/12/17 16:16:12;18.7;
189;29/12/17 16:58:16;18.8;
190;29/12/17 17:06:49;18.9;
191;29/12/17 17:09:08;19.0;
192;29/12/17 17:10:49;19.1;
193;29/12/17 17:13:47;19.2;
194;29/12/17 17:18:57;19.3;
195;29/12/17 19:02:59;19.4;
196;29/12/17 21:12:27;19.5;
197;29/12/17 21:19:20;19.6;
198;29/12/17 21:33:30;19.7;
199;30/12/17 01:15:02;19.8;
200;30/12/17 12:19:47;19.9;
201;30/12/17 12:40:11;20.0;
202;30/12/17 12:41:15;20.1;
203;30/12/17 12:41:57;20.2;
204;30/12/17 12:42:52;20.3;
205;30/12/17 12:43:54;20.4;
206;30/12/17 12:45:33;20.5;
207;30/12/17 12:58:07;20.6;
208;30/12/17 13:07:04;20.7;
209;30/12/17 13:07:44;20.8;
210;30/12/17 13:08:13;20.9;
211;30/12/17 13:08:40;21.0;
212;30/12/17 13:09:22;21.1;
213;30/12/17 13:10:02;21.2;
214;30/12/17 13:10:42;21.3;
215;30/12/17 13:11:15;21.4;
216;30/12/17 13:12:03;21.5;
217;30/12/17 13:12:49;21.6;
218;30/12/17 13:13:41;21.7;
219;30/12/17 13:14:29;21.8;
220;30/12/17 13:15:21;21.9;
221;30/12/17 13:16:03;22.0;
222;30/12/17 13:17:08;22.1;
223;30/12/17 13:18:11;22.2;
224;30/12/17 13:21:43;22.3;
225;30/12/17 13:25:01;22.4;
226;30/12/17 13:25:52;22.5;
227;30/12/17 13:26:35;22.6;
228;30/12/17 13:27:24;22.7;
229;30/12/17 13:28:13;22.8;
230;30/12/17 13:29:06;22.9;
231;30/12/17 13:29:56;23.0;
232;30/12/17 13:31:03;23.1;
233;30/12/17 13:32:34;23.2;
234;30/12/17 13:33:37;23.3;
235;30/12/17 13:34:40;23.4;
236;30/12/17 13:35:21;23.5;
237;30/12/17 13:35:59;23.6;
238;30/12/17 13:36:41;23.7;
239;30/12/17 13:37:30;23.8;
240;30/12/17 13:38:20;23.9;
241;30/12/17 13:39:02;24.0;
242;30/12/17 13:39:56;24.1;
243;30/12/17 13:40:35;24.2;
244;30/12/17 13:41:23;24.3;
245;30/12/17 13:42:12;24.4;
246;30/12/17 13:43:18;24.5;
247;30/12/17 13:44:22;24.6;
248;30/12/17 13:45:45;24.7;
249;30/12/17 13:46:57;24.8;
250;30/12/17 13:48:17;24.9;
251;30/12/17 13:49:33;25.0;
252;30/12/17 13:51:00;25.1;
253;30/12/17 13:52:10;25.2;
254;30/12/17 13:53:26;25.3;
255;30/12/17 13:54:36;25.4;
256;30/12/17 13:55:52;25.5;
257;30/12/17 13:57:03;25.6;
258;30/12/17 13:58:13;25.7;
259;30/12/17 13:59:18;25.8;
260;30/12/17 14:00:37;25.9;
261;30/12/17 14:01:55;26.0;
262;30/12/17 14:03:27;26.1;
263;30/12/17 14:04:43;26.2;
264;30/12/17 14:06:22;26.3;
265;30/12/17 14:07:47;26.4;
266;30/12/17 14:09:43;26.5;
267;30/12/17 14:11:57;26.6;
268;30/12/17 14:14:14;26.7;
269;30/12/17 14:16:29;26.8;
270;30/12/17 14:18:57;26.9;
271;30/12/17 14:21:19;27.0;
272;30/12/17 14:23:54;27.1;
273;30/12/17 14:25:33;27.2;
274;30/12/17 14:27:46;27.3;
275;30/12/17 14:30:00;27.4;
276;30/12/17 14:33:25;27.5;
277;30/12/17 14:38:10;27.6;
278;30/12/17 19:33:32;27.7;
279;30/12/17 19:36:31;27.8;
280;30/12/17 19:38:25;27.9;
281;30/12/17 19:39:55;28.0;
282;30/12/17 19:42:37;28.1;
283;30/12/17 19:46:19;28.2;
284;30/12/17 20:05:41;28.3;
285;31/12/17 04:16:18;28.4;
286;31/12/17 19:30:11;28.5;
287;31/12/17 20:12:05;28.6;
288;31/12/17 20:20:26;28.7;
289;31/12/17 20:34:30;28.8;
290;31/12/17 20:38:41;28.9;
291;31/12/17 20:42:54;29.0;
292;31/12/17 20:49:13;29.1;
293;31/12/17 20:55:04;29.2;
294;31/12/17 20:59:34;29.3;
295;31/12/17 21:01:45;29.4;
296;31/12/17 21:04:00;29.5;
297;31/12/17 21:06:29;29.6;
298;31/12/17 21:09:28;29.7;
299;31/12/17 21:12:17;29.8;
300;31/12/17 21:16:49;29.9;
301;31/12/17 21:21:18;30.0;
302;31/12/17 21:26:24;30.1;
303;31/12/17 21:30:44;30.2;
304;31/12/17 21:37:09;30.3;
305;31/12/17 21:41:34;30.4;
306;31/12/17 21:44:22;30.5;
307;31/12/17 21:47:25;30.6;
308;31/12/17 21:55:22;30.7;
309;31/12/17 22:09:12;30.8;
310;31/12/17 22:13:52;30.9;
311;31/12/17 22:16:32;31.0;
312;31/12/17 22:18:58;31.1;
313;31/12/17 22:21:00;31.2;
314;31/12/17 22:23:20;31.3;
315;31/12/17 22:25:19;31.4;
316;31/12/17 22:27:21;31.5;
317;31/12/17 22:28:52;31.6;
318;31/12/17 22:30:54;31.7;
319;31/12/17 22:32:29;31.8;
320;31/12/17 22:34:21;31.9;
321;31/12/17 22:36:05;32.0;
322;31/12/17 22:37:52;32.1;
323;31/12/17 22:39:43;32.2;
324;31/12/17 22:41:51;32.3;
325;31/12/17 22:43:24;32.4;
326;31/12/17 22:45:29;32.5;
327;31/12/17 22:48:31;32.6;
328;31/12/17 22:52:00;32.7;
329;31/12/17 22:54:58;32.8;
330;31/12/17 22:57:33;32.9;
331;31/12/17 22:59:49;33.0;
332;31/12/17 23:02:45;33.1;
333;31/12/17 23:05:47;33.2;
334;31/12/17 23:09:39;33.3;
335;31/12/17 23:13:02;33.4;
336;31/12/17 23:16:59;33.5;
337;31/12/17 23:19:45;33.6;
338;31/12/17 23:22:53;33.7;
339;31/12/17 23:25:28;33.8;
340;31/12/17 23:29:21;33.9;
341;31/12/17 23:33:06;34.0;
342;31/12/17 23:38:05;34.1;
343;31/12/17 23:42:24;34.2;
344;31/12/17 23:47:15;34.3;
345;31/12/17 23:50:48;34.4;
346;31/12/17 23:54:28;34.5;
347;31/12/17 23:57:05;34.6;
348;31/12/17 23:59:55;34.7;
349;01/01/18 00:02:13;34.8;
350;01/01/18 00:05:12;34.9;
351;01/01/18 00:08:56;35.0;
352;01/01/18 00:14:06;35.1;
353;01/01/18 00:18:43;35.2;
354;01/01/18 00:21:35;35.3;
355;01/01/18 00:26:50;35.4;
356;01/01/18 00:31:46;35.5;
357;01/01/18 00:44:00;35.6;
358;01/01/18 00:57:50;35.7;
359;01/01/18 01:24:20;35.8;
360;01/01/18 01:26:41;35.9;
361;01/01/18 01:29:14;36.0;
362;01/01/18 02:28:23;36.1;
363;01/01/18 09:07:12;36.2;
364;01/01/18 09:08:38;36.3;
365;01/01/18 09:09:40;36.4;
366;01/01/18 09:10:35;36.5;
367;01/01/18 09:11:27;36.6;
368;01/01/18 09:12:30;36.7;
369;01/01/18 09:13:27;36.8;
370;01/01/18 09:14:32;36.9;
371;01/01/18 09:15:27;37.0;
372;01/01/18 09:16:31;37.1;
373;01/01/18 09:17:21;37.2;
374;01/01/18 09:18:20;37.3;
375;01/01/18 09:19:11;37.4;
376;01/01/18 09:20:09;37.5;
377;01/01/18 09:21:03;37.6;
378;01/01/18 09:23:29;37.7;
379;01/01/18 09:24:19;37.8;
380;01/01/18 09:25:16;37.9;
381;01/01/18 09:26:08;38.0;
382;01/01/18 09:27:13;38.1;
383;01/01/18 09:28:12;38.2;
384;01/01/18 09:29:28;38.3;
385;01/01/18 09:30:35;38.4;
386;01/01/18 09:31:50;38.5;
387;01/01/18 09:32:49;38.6;
388;01/01/18 09:33:58;38.7;
389;01/01/18 09:35:00;38.8;
390;01/01/18 09:36:14;38.9;
391;01/01/18 09:37:16;39.0;
392;01/01/18 09:38:21;39.1;
393;01/01/18 09:39:16;39.2;
394;01/01/18 09:40:40;39.3;
395;01/01/18 09:42:01;39.4;
396;01/01/18 09:43:24;39.5;
397;01/01/18 09:44:31;39.6;
398;01/01/18 09:45:34;39.7;
399;01/01/18 09:46:50;39.8;
400;01/01/18 09:51:06;39.9;
401;01/01/18 09:52:17;40.0;
402;01/01/18 09:53:38;40.1;
403;01/01/18 09:54:58;40.2;
404;01/01/18 09:56:23;40.3;
405;01/01/18 09:57:28;40.4;
406;01/01/18 09:58:39;40.5;
407;01/01/18 09:59:34;40.6;
408;01/01/18 10:00:22;40.7;
409;01/01/18 10:01:14;40.8;
410;01/01/18 10:02:12;40.9;
411;01/01/18 10:03:01;41.0;
412;01/01/18 10:03:57;41.1;
413;01/01/18 10:04:47;41.2;
414;01/01/18 10:05:47;41.3;
415;01/01/18 10:06:39;41.4;
416;01/01/18 10:07:19;41.5;
417;01/01/18 10:07:36;41.6;
418;01/01/18 10:08:13;41.7;
419;01/01/18 10:08:52;41.8;
420;01/01/18 10:09:41;41.9;
421;01/01/18 10:10:25;42.0;
422;01/01/18 10:11:16;42.1;
423;01/01/18 10:12:08;42.2;
424;01/01/18 10:13:07;42.3;
425;01/01/18 10:14:06;42.4;
426;01/01/18 10:15:13;42.5;
427;01/01/18 10:16:15;42.6;
428;01/01/18 10:17:24;42.7;
429;01/01/18 10:18:21;42.8;
430;01/01/18 10:19:29;42.9;
431;01/01/18 10:20:18;43.0;
432;01/01/18 10:21:12;43.1;
433;01/01/18 10:21:57;43.2;
434;01/01/18 10:22:47;43.3;
435;01/01/18 10:23:32;43.4;
436;01/01/18 10:24:26;43.5;
437;01/01/18 10:25:13;43.6;
438;01/01/18 10:26:02;43.7;
439;01/01/18 10:26:50;43.8;
440;01/01/18 10:27:43;43.9;
441;01/01/18 10:28:46;44.0;
442;01/01/18 10:29:37;44.1;
443;01/01/18 10:30:21;44.2;
444;01/01/18 10:31:20;44.3;
445;01/01/18 10:32:10;44.4;
446;01/01/18 10:33:07;44.5;
447;01/01/18 10:33:58;44.6;
448;01/01/18 10:34:51;44.7;
449;01/01/18 10:35:35;44.8;
450;01/01/18 10:36:16;44.9;
451;01/01/18 10:37:03;45.0;
452;01/01/18 10:38:01;45.1;
453;01/01/18 10:38:54;45.2;
454;01/01/18 10:40:06;45.3;
455;01/01/18 10:40:49;45.4;
456;01/01/18 10:41:42;45.5;
457;01/01/18 10:42:36;45.6;
458;01/01/18 10:43:28;45.7;
459;01/01/18 10:44:10;45.8;
460;01/01/18 10:44:57;45.9;
461;01/01/18 10:45:41;46.0;
462;01/01/18 10:46:33;46.1;
463;01/01/18 10:47:12;46.2;
464;01/01/18 10:48:03;46.3;
465;01/01/18 10:48:34;46.4;
466;01/01/18 10:49:18;46.5;
467;01/01/18 10:50:07;46.6;
468;01/01/18 10:51:01;46.7;
469;01/01/18 10:51:50;46.8;
470;01/01/18 10:52:49;46.9;
471;01/01/18 10:53:39;47.0;
472;01/01/18 10:54:29;47.1;
473;01/01/18 10:55:26;47.2;
474;01/01/18 10:56:32;47.3;
475;01/01/18 10:57:24;47.4;
476;01/01/18 10:58:22;47.5;
477;01/01/18 10:59:31;47.6;
478;01/01/18 11:00:53;47.7;
479;01/01/18 11:01:53;47.8;
480;01/01/18 11:02:55;47.9;
481;01/01/18 11:03:49;48.0;
482;01/01/18 11:04:43;48.1;
483;01/01/18 11:05:20;48.2;
484;01/01/18 11:06:07;48.3;
485;01/01/18 11:06:57;48.4;
486;01/01/18 11:07:57;48.5;
487;01/01/18 11:08:54;48.6;
488;01/01/18 11:10:04;48.7;
489;01/01/18 11:11:04;48.8;
490;01/01/18 11:12:14;48.9;
491;01/01/18 11:13:09;49.0;
492;01/01/18 11:14:05;49.1;
493;01/01/18 11:15:00;49.2;
494;01/01/18 11:16:06;49.3;
495;01/01/18 11:16:47;49.4;
496;01/01/18 11:17:53;49.5;
497;01/01/18 11:18:56;49.6;
498;01/01/18 11:20:11;49.7;
499;01/01/18 11:21:32;49.8;
500;01/01/18 11:22:41;49.9;
501;01/01/18 11:23:41;50.0;
502;01/01/18 11:24:44;50.1;
503;01/01/18 11:25:44;50.2;
504;01/01/18 11:26:52;50.3;
505;01/01/18 11:27:41;50.4;
506;01/01/18 11:29:11;50.5;
507;01/01/18 11:30:33;50.6;
508;01/01/18 11:32:15;50.7;
509;01/01/18 11:33:30;50.8;
510;01/01/18 11:34:57;50.9;
511;01/01/18 11:36:18;51.0;
512;01/01/18 11:37:55;51.1;
513;01/01/18 11:39:21;51.2;
514;01/01/18 11:40:39;51.3;
515;01/01/18 11:41:53;51.4;
516;01/01/18 11:43:20;51.5;
517;01/01/18 11:44:32;51.6;
518;01/01/18 11:45:55;51.7;
519;01/01/18 11:47:02;51.8;
520;01/01/18 11:48:19;51.9;
521;01/01/18 11:49:29;52.0;
522;01/01/18 11:51:04;52.1;
523;01/01/18 11:52:13;52.2;
524;01/01/18 11:53:31;52.3;
525;01/01/18 11:54:47;52.4;
526;01/01/18 11:56:15;52.5;
527;01/01/18 11:57:33;52.6;
528;01/01/18 11:59:21;52.7;
529;01/01/18 12:00:43;52.8;
530;01/01/18 12:02:14;52.9;
531;01/01/18 12:03:19;53.0;
532;01/01/18 12:04:44;53.1;
533;01/01/18 12:06:02;53.2;
534;01/01/18 12:07:45;53.3;
535;01/01/18 12:09:00;53.4;
536;01/01/18 12:10:14;53.5;
537;01/01/18 12:11:25;53.6;
538;01/01/18 12:12:24;53.7;
539;01/01/18 12:13:25;53.8;
540;01/01/18 12:14:32;53.9;
541;01/01/18 12:15:32;54.0;
542;01/01/18 12:16:25;54.1;
543;01/01/18 12:17:25;54.2;
544;01/01/18 12:18:36;54.3;
545;01/01/18 12:19:29;54.4;
546;01/01/18 12:20:27;54.5;
547;01/01/18 12:21:22;54.6;
548;01/01/18 12:22:22;54.7;
549;01/01/18 12:23:19;54.8;
550;01/01/18 12:24:16;54.9;
551;01/01/18 12:25:16;55.0;
552;01/01/18 12:26:28;55.1;
553;01/01/18 12:27:31;55.2;
554;01/01/18 12:28:45;55.3;
555;01/01/18 12:29:42;55.4;
556;01/01/18 12:30:48;55.5;
557;01/01/18 12:31:53;55.6;
558;01/01/18 12:33:04;55.7;
559;01/01/18 12:34:12;55.8;
560;01/01/18 12:35:28;55.9;
561;01/01/18 12:36:31;56.0;
562;01/01/18 12:37:51;56.1;
563;01/01/18 12:39:05;56.2;
564;01/01/18 12:40:24;56.3;
565;01/01/18 12:41:39;56.4;
566;01/01/18 12:43:00;56.5;
567;01/01/18 12:44:15;56.6;
568;01/01/18 12:45:47;56.7;
569;01/01/18 12:47:05;56.8;
570;01/01/18 12:48:19;56.9;
571;01/01/18 12:49:37;57.0;
572;01/01/18 12:51:11;57.1;
573;01/01/18 12:52:25;57.2;
574;01/01/18 12:53:51;57.3;
575;01/01/18 12:55:14;57.4;
576;01/01/18 12:56:41;57.5;
577;01/01/18 12:57:56;57.6;
578;01/01/18 12:59:24;57.7;
579;01/01/18 13:00:47;57.8;
580;01/01/18 13:02:19;57.9;
581;01/01/18 13:03:39;58.0;
582;01/01/18 13:05:12;58.1;
583;01/01/18 13:06:35;58.2;
584;01/01/18 13:08:12;58.3;
585;01/01/18 13:09:34;58.4;
586;01/01/18 13:11:05;58.5;
587;01/01/18 13:12:19;58.6;
588;01/01/18 13:13:37;58.7;
589;01/01/18 13:14:48;58.8;
590;01/01/18 13:16:09;58.9;
591;01/01/18 13:17:27;59.0;
592;01/01/18 13:18:45;59.1;
593;01/01/18 13:20:00;59.2;
594;01/01/18 13:21:26;59.3;
595;01/01/18 13:22:50;59.4;
596;01/01/18 13:24:13;59.5;
597;01/01/18 13:25:37;59.6;
598;01/01/18 13:27:06;59.7;
599;01/01/18 13:28:28;59.8;
600;01/01/18 13:30:00;59.9;
601;01/01/18 13:31:24;60.0;
602;01/01/18 13:32:59;60.1;
603;01/01/18 13:34:35;60.2;
604;01/01/18 13:36:11;60.3;
605;01/01/18 13:37:44;60.4;
606;01/01/18 13:39:35;60.5;
607;01/01/18 13:41:09;60.6;
608;01/01/18 13:42:52;60.7;
609;01/01/18 13:44:16;60.8;
610;01/01/18 13:46:04;60.9;
611;01/01/18 13:47:45;61.0;
612;01/01/18 13:49:37;61.1;
613;01/01/18 13:51:26;61.2;
614;01/01/18 13:53:12;61.3;
615;01/01/18 13:54:56;61.4;
616;01/01/18 13:56:45;61.5;
617;01/01/18 13:58:36;61.6;
618;01/01/18 14:00:47;61.7;
619;01/01/18 14:02:45;61.8;
620;01/01/18 14:04:58;61.9;
621;01/01/18 14:06:56;62.0;
622;01/01/18 14:09:04;62.1;
623;01/01/18 14:11:04;62.2;
624;01/01/18 14:13:27;62.3;
625;01/01/18 14:15:32;62.4;
626;01/01/18 14:17:46;62.5;
627;01/01/18 14:19:27;62.6;
628;01/01/18 14:21:14;62.7;
629;01/01/18 14:22:57;62.8;
630;01/01/18 14:24:50;62.9;
631;01/01/18 14:26:20;63.0;
632;01/01/18 14:27:57;63.1;
633;01/01/18 14:29:35;63.2;
634;01/01/18 14:31:23;63.3;
635;01/01/18 14:32:59;63.4;
636;01/01/18 14:34:37;63.5;
637;01/01/18 14:36:09;63.6;
638;01/01/18 14:37:50;63.7;
639;01/01/18 14:39:19;63.8;
640;01/01/18 14:40:55;63.9;
641;01/01/18 14:42:24;64.0;
642;01/01/18 14:43:57;64.1;
643;01/01/18 14:45:27;64.2;
644;01/01/18 14:47:00;64.3;
645;01/01/18 14:48:31;64.4;
646;01/01/18 14:50:25;64.5;
647;01/01/18 14:52:08;64.6;
648;01/01/18 14:54:10;64.7;
649;01/01/18 14:56:03;64.8;
650;01/01/18 14:58:03;64.9;
651;01/01/18 14:59:58;65.0;
652;01/01/18 15:02:07;65.1;
653;01/01/18 15:04:16;65.2;
654;01/01/18 15:06:56;65.3;
655;01/01/18 15:09:35;65.4;
656;01/01/18 15:12:42;65.5;
657;01/01/18 15:15:47;65.6;
658;01/01/18 15:19:03;65.7;
659;01/01/18 15:21:25;65.8;
660;01/01/18 15:24:19;65.9;
661;01/01/18 15:26:52;66.0;
662;01/01/18 15:29:23;66.1;
663;01/01/18 15:31:16;66.2;
664;01/01/18 15:33:13;66.3;
665;01/01/18 15:35:04;66.4;
666;01/01/18 15:37:20;66.5;
667;01/01/18 15:39:42;66.6;
668;01/01/18 15:42:37;66.7;
669;01/01/18 15:45:25;66.8;
670;01/01/18 15:48:57;66.9;
671;01/01/18 15:52:39;67.0;
672;01/01/18 15:56:24;67.1;
673;01/01/18 16:00:38;67.2;
674;01/01/18 16:05:31;67.3;
675;01/01/18 16:11:17;67.4;
676;01/01/18 16:17:28;67.5;
677;01/01/18 19:30:04;67.6;
678;01/01/18 19:40:11;67.7;
679;01/01/18 20:06:38;67.8;
680;02/01/18 10:43:04;67.9;
681;02/01/18 10:57:43;68.0;
682;02/01/18 14:46:28;68.1;
683;03/01/18 15:15:19;68.2;
684;03/01/18 15:22:37;68.3;
685;03/01/18 15:25:24;68.4;
686;03/01/18 15:35:48;68.5;
687;03/01/18 15:37:44;68.6;
688;03/01/18 15:40:08;68.7;
689;03/01/18 15:42:28;68.8;
690;03/01/18 15:44:59;68.9;
691;03/01/18 15:47:18;69.0;
692;03/01/18 15:49:52;69.1;
693;03/01/18 15:52:37;69.2;
694;03/01/18 15:55:33;69.3;
695;03/01/18 15:57:25;69.4;
696;04/01/18 07:51:07;69.5;
697;04/01/18 13:53:11;69.6;
698;04/01/18 14:03:43;69.7;
699;04/01/18 14:12:10;69.8;
700;06/01/18 13:58:00;69.9;
701;06/01/18 14:00:36;70.0;
702;06/01/18 14:03:36;70.1;
703;06/01/18 14:08:58;70.2;
704;06/01/18 14:11:50;70.3;
705;06/01/18 14:15:22;70.4;
706;06/01/18 14:24:13;70.5;
707;06/01/18 14:31:32;70.6;
708;06/01/18 14:37:14;70.7;
709;06/01/18 14:42:58;70.8;
710;06/01/18 14:51:44;70.9;
711;06/01/18 14:54:15;71.0;
712;06/01/18 14:58:17;71.1;
713;06/01/18 15:00:35;71.2;
714;06/01/18 15:04:44;71.3;
715;06/01/18 15:06:51;71.4;
716;06/01/18 15:13:37;71.5;
717;06/01/18 15:18:30;71.6;
718;08/01/18 00:07:29;71.7;
719;08/01/18 00:16:27;71.8;
720;08/01/18 00:32:03;71.9;
721;08/01/18 01:46:40;72.0;
722;08/01/18 12:44:20;72.1;
723;08/01/18 12:47:10;72.2;
724;08/01/18 12:49:00;72.3;
725;08/01/18 12:50:32;72.4;
726;08/01/18 12:53:17;72.5;
