"TOA5","H5006","CR2xx","No_SN","CR200X.Std.01","nivel_04-12-2017.CR2","20631","Intervalo"
"TIMESTAMP","RECORD","nivel_A_Max","nivel_A_Min","nivel_A_Avg","Temp_C_Max","Temp_C_Min","Temp_C_Avg","batt_volt_Avg"
"TS","RN","m","m","m","Grados","Grados","Grados",""
"","","Max","Min","Avg","Max","Min","Avg","Avg"
"2018-02-20 02:35:00",22382,0.4492873,0.4479472,0.448727,7.576265,7.568886,7.57261,12.80984
"2018-02-20 02:40:00",22383,0.449559,0.4474861,0.4486232,7.56697,7.55923,7.563001,12.80917
"2018-02-20 02:45:00",22384,0.448789,0.4477326,0.4484927,7.557341,7.550097,7.553762,12.80749
"2018-02-20 02:50:00",22385,0.4479308,0.4458382,0.4465973,7.548331,7.540706,7.544513,12.81219
"2018-02-20 02:55:00",22386,0.4492636,0.4471425,0.4481913,7.538863,7.532473,7.535674,12.80917
"2018-02-20 03:00:00",22387,0.4482738,0.446154,0.447327,7.530793,7.524482,7.527627,12.81202
"2018-02-20 03:05:00",22388,0.4474809,0.4452285,0.4467742,7.522893,7.517076,7.519876,12.809
"2018-02-20 03:10:00",22389,0.4475055,0.4451398,0.4461878,7.515572,7.510035,7.512866,12.81454
"2018-02-20 03:15:00",22390,0.4474394,0.4453066,0.4466152,7.50846,7.502542,7.505457,12.81168
"2018-02-20 03:20:00",22391,0.4465634,0.4453191,0.4458881,7.501031,7.495678,7.498338,12.81017
"2018-02-20 03:25:00",22392,0.4457636,0.4445806,0.4450862,7.49433,7.488603,7.491437,12.80698
"2018-02-20 03:30:00",22393,0.444737,0.4432046,0.4440471,7.487171,7.480862,7.484059,12.81001
"2018-02-20 03:35:00",22394,0.4454426,0.4437708,0.4447021,7.479171,7.47151,7.475317,12.80933
"2018-02-20 03:40:00",22395,0.4441615,0.4428332,0.4437641,7.4696,7.462142,7.465829,12.809
"2018-02-20 03:45:00",22396,0.4432173,0.4417749,0.4424928,7.460297,7.453074,7.456764,12.80849
"2018-02-20 03:50:00",22397,0.4432993,0.4416261,0.4424148,7.451139,7.443808,7.447415,12.80614
"2018-02-20 03:55:00",22398,0.4427516,0.4417831,0.4422165,7.442055,7.435431,7.438699,12.80564
"2018-02-20 04:00:00",22399,0.441963,0.4409785,0.4412753,7.433794,7.427301,7.430551,12.80648
"2018-02-20 04:05:00",22400,0.4419743,0.4400986,0.441157,7.425736,7.419096,7.42249,12.80379
"2018-02-20 04:10:00",22401,0.4417822,0.4397935,0.4406261,7.417389,7.410531,7.413942,12.81001
"2018-02-20 04:15:00",22402,0.4413801,0.4397226,0.4404477,7.408682,7.402149,7.405396,12.80379
"2018-02-20 04:20:00",22403,0.4404179,0.4391768,0.4397717,7.400708,7.394784,7.397638,12.809
"2018-02-20 04:25:00",22404,0.4402335,0.4382218,0.4389706,7.393362,7.387891,7.39057,12.80379
"2018-02-20 04:30:00",22405,0.4395161,0.4370211,0.4385588,7.386425,7.381407,7.383883,12.80614
"2018-02-20 04:35:00",22406,0.4392394,0.4366575,0.4381449,7.380089,7.375227,7.37764,12.80346
"2018-02-20 04:40:00",22407,0.4386463,0.4359722,0.4376451,7.374117,7.369501,7.371815,12.80094
"2018-02-20 04:45:00",22408,0.4383193,0.4363457,0.4369788,7.368539,7.364059,7.366324,12.80094
"2018-02-20 04:50:00",22409,0.4374852,0.4362142,0.4367971,7.362949,7.358722,7.360823,12.79792
"2018-02-20 04:55:00",22410,0.4364322,0.4350204,0.4356847,7.35778,7.354025,7.355927,12.80564
"2018-02-20 05:00:00",22411,0.435394,0.4332338,0.4344389,7.352922,7.348567,7.35075,12.80463
"2018-02-20 05:05:00",22412,0.4354314,0.434035,0.4347447,7.347534,7.342928,7.34522,12.80396
"2018-02-20 05:10:00",22413,0.4340161,0.4324041,0.4334748,7.3418,7.337563,7.339622,12.80211
"2018-02-20 05:15:00",22414,0.4348658,0.4319057,0.4331414,7.336711,7.333197,7.334921,12.80178
"2018-02-20 05:20:00",22415,0.4327946,0.4313619,0.4322585,7.332274,7.329096,7.330686,12.80631
"2018-02-20 05:25:00",22416,0.4329795,0.4311289,0.4320439,7.328155,7.324834,7.326488,12.8001
"2018-02-20 05:30:00",22417,0.4312509,0.4306234,0.4309688,7.323829,7.320818,7.322372,12.80463
"2018-02-20 05:35:00",22418,0.4307086,0.4290505,0.4300563,7.319974,7.316706,7.318368,12.79976
